text,label
Can you pass me that tree?,neutral
Only a wanker would say something like that.,hate
No one likes a tool.,offensive
There’s a shirt outside the window.,neutral
Only a crackhead would say something like that.,hate
I saw a lamp in the room.,neutral
Being a douchebag is disgusting.,hate
You are such a twat.,hate
I saw a river in the room.,neutral
There’s a bed outside the window.,neutral
There’s a television outside the window.,neutral
Being a slut is disgusting.,hate
Stop acting like a clown.,offensive
He bought a new road yesterday.,neutral
Being a motherfucker is disgusting.,hate
Why are you such a tool?,offensive
No one likes a buffoon.,offensive
You are such a dickhead.,hate
He bought a new tree yesterday.,neutral
He bought a new door yesterday.,neutral
Being a knobhead is disgusting.,hate
I saw a cup in the room.,neutral
Don't be such a imbecile.,offensive
Can you pass me that apple?,neutral
I saw a clock in the room.,neutral
I saw a mountain in the room.,neutral
Don't be such a dunce.,offensive
I saw a notebook in the room.,neutral
Only a douchebag would say something like that.,hate
There’s a dog outside the window.,neutral
Being a whore is disgusting.,hate
He bought a new mountain yesterday.,neutral
Don't be such a blockhead.,offensive
You're a complete clown sometimes.,offensive
She put the key on the table.,neutral
You're a complete stupid sometimes.,offensive
That person is a real pussy.,hate
Being a whore is disgusting.,hate
Why are you such a buffoon?,offensive
Why are you such a tool?,offensive
Only a twat would say something like that.,hate
Only a bitch would say something like that.,hate
Don't be such a fool.,offensive
He bought a new bag yesterday.,neutral
There’s a river outside the window.,neutral
No one likes a dumbass.,offensive
Only a cunt would say something like that.,hate
You are such a cock.,hate
She put the apple on the table.,neutral
Don't be such a imbecile.,offensive
Only a knobhead would say something like that.,hate
You are such a crackhead.,hate
I saw a door in the room.,neutral
There’s a window outside the window.,neutral
Can you pass me that door?,neutral
That person is a real twat.,hate
Only a cunt would say something like that.,hate
I saw a cat in the room.,neutral
He bought a new lamp yesterday.,neutral
Why are you such a stupid?,offensive
He bought a new fan yesterday.,neutral
He bought a new chair yesterday.,neutral
Only a wanker would say something like that.,hate
Can you pass me that mountain?,neutral
Why are you such a simpleton?,offensive
Why are you such a tool?,offensive
Being a motherfucker is disgusting.,hate
I saw a table in the room.,neutral
You are such a tosser.,hate
Can you pass me that notebook?,neutral
Can you pass me that computer?,neutral
That person is a real faggot.,hate
That person is a real fuck.,hate
Only a dickhead would say something like that.,hate
Can you pass me that shoe?,neutral
Being a bollocks is disgusting.,hate
He bought a new shoe yesterday.,neutral
Can you pass me that tree?,neutral
I can't believe you called me a crackhead.,hate
She put the computer on the table.,neutral
No one likes a idiot.,offensive
Don't be such a moron.,offensive
He bought a new television yesterday.,neutral
Don't be such a dipstick.,offensive
Stop acting like a airhead.,offensive
Stop acting like a nincompoop.,offensive
You're a complete dope sometimes.,offensive
You are such a motherfucker.,hate
That person is a real bollocks.,hate
Can you pass me that mountain?,neutral
Being a bitch is disgusting.,hate
No one likes a dumbass.,offensive
I saw a bag in the room.,neutral
You are such a bitch.,hate
There’s a bottle outside the window.,neutral
That person is a real fuck.,hate
No one likes a numbskull.,offensive
Being a motherfucker is disgusting.,hate
Only a prick would say something like that.,hate
That person is a real whore.,hate
Can you pass me that bag?,neutral
She put the window on the table.,neutral
You're a complete buffoon sometimes.,offensive
That person is a real arsehole.,hate
You are such a knobhead.,hate
You are such a knobhead.,hate
I saw a shirt in the room.,neutral
There’s a fan outside the window.,neutral
Why are you such a fool?,offensive
I can't believe you called me a slut.,hate
Stop acting like a chump.,offensive
There’s a bottle outside the window.,neutral
Why are you such a weirdo?,offensive
Stop acting like a airhead.,offensive
I can't believe you called me a cock.,hate
I saw a bed in the room.,neutral
You're a complete clown sometimes.,offensive
No one likes a simpleton.,offensive
Stop acting like a buffoon.,offensive
There’s a table outside the window.,neutral
No one likes a airhead.,offensive
I saw a tree in the room.,neutral
I can't believe you called me a whore.,hate
I can't believe you called me a slut.,hate
Only a retard would say something like that.,hate
Can you pass me that tree?,neutral
I can't believe you called me a asshole.,hate
That person is a real jerkoff.,hate
You're a complete weirdo sometimes.,offensive
You're a complete dipshit sometimes.,offensive
I saw a shoe in the room.,neutral
She put the cup on the table.,neutral
She put the house on the table.,neutral
You're a complete clown sometimes.,offensive
There’s a computer outside the window.,neutral
I saw a key in the room.,neutral
Only a douchebag would say something like that.,hate
Stop acting like a loser.,offensive
There’s a clock outside the window.,neutral
You are such a prick.,hate
She put the tree on the table.,neutral
He bought a new television yesterday.,neutral
Only a faggot would say something like that.,hate
She put the fan on the table.,neutral
Can you pass me that dog?,neutral
Why are you such a dipshit?,offensive
You're a complete idiot sometimes.,offensive
Don't be such a simpleton.,offensive
Being a douchebag is disgusting.,hate
Why are you such a nutcase?,offensive
He bought a new tree yesterday.,neutral
Being a faggot is disgusting.,hate
No one likes a dipstick.,offensive
No one likes a jerk.,offensive
Don't be such a dipstick.,offensive
You're a complete dipstick sometimes.,offensive
You're a complete jerk sometimes.,offensive
I can't believe you called me a cock.,hate
No one likes a jerk.,offensive
There’s a road outside the window.,neutral
Stop acting like a buffoon.,offensive
You're a complete bonehead sometimes.,offensive
Only a scumbag would say something like that.,hate
Being a cunt is disgusting.,hate
Only a jerkoff would say something like that.,hate
Don't be such a buffoon.,offensive
You are such a faggot.,hate
Only a bastard would say something like that.,hate
He bought a new dog yesterday.,neutral
Stop acting like a jerk.,offensive
Why are you such a buffoon?,offensive
I can't believe you called me a faggot.,hate
Don't be such a moron.,offensive
I can't believe you called me a prick.,hate
That person is a real cock.,hate
Don't be such a jerk.,offensive
There’s a shirt outside the window.,neutral
I saw a table in the room.,neutral
Why are you such a twit?,offensive
Why are you such a sucker?,offensive
Being a knobhead is disgusting.,hate
I can't believe you called me a bitch.,hate
Don't be such a dipshit.,offensive
Can you pass me that house?,neutral
That person is a real prick.,hate
You're a complete chump sometimes.,offensive
Only a bitch would say something like that.,hate
You're a complete fool sometimes.,offensive
No one likes a fool.,offensive
You are such a slut.,hate
I saw a chair in the room.,neutral
No one likes a loser.,offensive
You are such a faggot.,hate
Only a douchebag would say something like that.,hate
You're a complete weirdo sometimes.,offensive
You are such a retard.,hate
No one likes a dunce.,offensive
Why are you such a numbskull?,offensive
I can't believe you called me a fuck.,hate
Don't be such a dipstick.,offensive
I can't believe you called me a pussy.,hate
Being a slut is disgusting.,hate
No one likes a dipstick.,offensive
She put the bed on the table.,neutral
You are such a fuck.,hate
She put the bed on the table.,neutral
I saw a road in the room.,neutral
Why are you such a jerk?,offensive
Can you pass me that book?,neutral
Don't be such a dipstick.,offensive
No one likes a airhead.,offensive
You're a complete jerk sometimes.,offensive
You're a complete numbskull sometimes.,offensive
I can't believe you called me a cunt.,hate
No one likes a imbecile.,offensive
Why are you such a clown?,offensive
You're a complete clown sometimes.,offensive
No one likes a blockhead.,offensive
Being a bastard is disgusting.,hate
I can't believe you called me a asshole.,hate
He bought a new cup yesterday.,neutral
Stop acting like a dipstick.,offensive
Don't be such a dunce.,offensive
Stop acting like a jerk.,offensive
You're a complete clown sometimes.,offensive
You are such a cock.,hate
That person is a real asshole.,hate
Stop acting like a moron.,offensive
Only a dickhead would say something like that.,hate
You are such a wanker.,hate
You're a complete clown sometimes.,offensive
You're a complete simpleton sometimes.,offensive
There’s a shirt outside the window.,neutral
I saw a apple in the room.,neutral
I can't believe you called me a knobhead.,hate
I can't believe you called me a crackhead.,hate
Why are you such a blockhead?,offensive
Why are you such a twit?,offensive
Why are you such a clown?,offensive
No one likes a blockhead.,offensive
She put the bag on the table.,neutral
He bought a new dog yesterday.,neutral
I saw a notebook in the room.,neutral
He bought a new river yesterday.,neutral
There’s a cat outside the window.,neutral
She put the shoe on the table.,neutral
Don't be such a idiot.,offensive
Can you pass me that notebook?,neutral
No one likes a weirdo.,offensive
Don't be such a dumbass.,offensive
Don't be such a chump.,offensive
Being a fuck is disgusting.,hate
I saw a window in the room.,neutral
She put the cat on the table.,neutral
Don't be such a bonehead.,offensive
You're a complete dipstick sometimes.,offensive
Don't be such a weirdo.,offensive
He bought a new bag yesterday.,neutral
I saw a apple in the room.,neutral
I can't believe you called me a asshole.,hate
She put the dog on the table.,neutral
Stop acting like a moron.,offensive
Can you pass me that door?,neutral
Only a bollocks would say something like that.,hate
Stop acting like a imbecile.,offensive
Don't be such a blockhead.,offensive
Only a nigga would say something like that.,hate
There’s a road outside the window.,neutral
Can you pass me that lamp?,neutral
Being a dickhead is disgusting.,hate
No one likes a dope.,offensive
He bought a new cup yesterday.,neutral
Why are you such a numbskull?,offensive
You're a complete twit sometimes.,offensive
That person is a real whore.,hate
That person is a real twat.,hate
You're a complete buffoon sometimes.,offensive
Why are you such a weirdo?,offensive
Being a knobhead is disgusting.,hate
Can you pass me that window?,neutral
I saw a clock in the room.,neutral
Don't be such a dipstick.,offensive
No one likes a dope.,offensive
Only a arsehole would say something like that.,hate
Don't be such a bonehead.,offensive
Don't be such a blockhead.,offensive
That person is a real arsehole.,hate
He bought a new cat yesterday.,neutral
There’s a tree outside the window.,neutral
Only a prick would say something like that.,hate
I can't believe you called me a shithead.,hate
I can't believe you called me a jerkoff.,hate
Why are you such a bonehead?,offensive
That person is a real retard.,hate
Stop acting like a stupid.,offensive
No one likes a tool.,offensive
No one likes a dipshit.,offensive
He bought a new apple yesterday.,neutral
Only a faggot would say something like that.,hate
You're a complete dipshit sometimes.,offensive
Only a bastard would say something like that.,hate
You're a complete dipshit sometimes.,offensive
Being a shithead is disgusting.,hate
Don't be such a twit.,offensive
I can't believe you called me a tosser.,hate
That person is a real dickhead.,hate
Stop acting like a dope.,offensive
Don't be such a simpleton.,offensive
You're a complete simpleton sometimes.,offensive
I saw a fan in the room.,neutral
Can you pass me that door?,neutral
Don't be such a dope.,offensive
There’s a apple outside the window.,neutral
He bought a new clock yesterday.,neutral
That person is a real bollocks.,hate
That person is a real tosser.,hate
No one likes a moron.,offensive
That person is a real douchebag.,hate
There’s a notebook outside the window.,neutral
Being a slut is disgusting.,hate
You are such a slut.,hate
Only a bollocks would say something like that.,hate
Can you pass me that door?,neutral
There’s a door outside the window.,neutral
I can't believe you called me a dickhead.,hate
He bought a new bottle yesterday.,neutral
Only a bitch would say something like that.,hate
Why are you such a bonehead?,offensive
Why are you such a sucker?,offensive
He bought a new road yesterday.,neutral
Can you pass me that car?,neutral
He bought a new river yesterday.,neutral
She put the fan on the table.,neutral
I can't believe you called me a douchebag.,hate
Being a faggot is disgusting.,hate
You are such a bollocks.,hate
Don't be such a fool.,offensive
Can you pass me that road?,neutral
Can you pass me that dog?,neutral
I can't believe you called me a jerkoff.,hate
Don't be such a moron.,offensive
She put the bed on the table.,neutral
You're a complete simpleton sometimes.,offensive
There’s a apple outside the window.,neutral
That person is a real motherfucker.,hate
I can't believe you called me a cocksucker.,hate
Being a twat is disgusting.,hate
You're a complete moron sometimes.,offensive
That person is a real crackhead.,hate
You are such a douchebag.,hate
Don't be such a blockhead.,offensive
I can't believe you called me a dickhead.,hate
You're a complete dipstick sometimes.,offensive
Can you pass me that school?,neutral
Don't be such a sucker.,offensive
Why are you such a buffoon?,offensive
She put the cat on the table.,neutral
Why are you such a nincompoop?,offensive
You're a complete idiot sometimes.,offensive
There’s a bed outside the window.,neutral
Why are you such a nutcase?,offensive
You are such a cock.,hate
I can't believe you called me a prick.,hate
She put the apple on the table.,neutral
Being a whore is disgusting.,hate
She put the bed on the table.,neutral
You're a complete bonehead sometimes.,offensive
She put the computer on the table.,neutral
Stop acting like a nincompoop.,offensive
You're a complete moron sometimes.,offensive
I can't believe you called me a scumbag.,hate
She put the clock on the table.,neutral
That person is a real whore.,hate
There’s a shoe outside the window.,neutral
You are such a bollocks.,hate
Why are you such a dunce?,offensive
Don't be such a tool.,offensive
You are such a slut.,hate
I saw a river in the room.,neutral
You're a complete twit sometimes.,offensive
You are such a cock.,hate
Can you pass me that book?,neutral
You are such a bitch.,hate
I can't believe you called me a dickhead.,hate
She put the road on the table.,neutral
Don't be such a clown.,offensive
Stop acting like a loser.,offensive
That person is a real fuck.,hate
Stop acting like a loser.,offensive
Can you pass me that dog?,neutral
Being a bitch is disgusting.,hate
You're a complete dumbass sometimes.,offensive
There’s a cup outside the window.,neutral
Being a crackhead is disgusting.,hate
I saw a fan in the room.,neutral
I saw a lamp in the room.,neutral
Being a twat is disgusting.,hate
Don't be such a clown.,offensive
That person is a real twat.,hate
Why are you such a weirdo?,offensive
I can't believe you called me a bastard.,hate
Can you pass me that window?,neutral
You are such a twat.,hate
There’s a cat outside the window.,neutral
Don't be such a nutcase.,offensive
Why are you such a nincompoop?,offensive
Can you pass me that bottle?,neutral
Don't be such a dipstick.,offensive
Can you pass me that book?,neutral
Why are you such a nincompoop?,offensive
Don't be such a simpleton.,offensive
There’s a house outside the window.,neutral
Don't be such a buffoon.,offensive
I can't believe you called me a crackhead.,hate
Only a knobhead would say something like that.,hate
I can't believe you called me a motherfucker.,hate
Being a prick is disgusting.,hate
He bought a new chair yesterday.,neutral
Stop acting like a stupid.,offensive
Being a cock is disgusting.,hate
I can't believe you called me a tosser.,hate
She put the notebook on the table.,neutral
Being a douchebag is disgusting.,hate
Stop acting like a idiot.,offensive
Don't be such a dipshit.,offensive
Stop acting like a blockhead.,offensive
Being a cock is disgusting.,hate
Only a nigger would say something like that.,hate
That person is a real slut.,hate
Being a jerkoff is disgusting.,hate
You're a complete jerk sometimes.,offensive
There’s a book outside the window.,neutral
I can't believe you called me a bollocks.,hate
That person is a real bollocks.,hate
I saw a car in the room.,neutral
I can't believe you called me a nigger.,hate
I saw a door in the room.,neutral
Why are you such a loser?,offensive
I saw a dog in the room.,neutral
No one likes a buffoon.,offensive
Stop acting like a fool.,offensive
I can't believe you called me a twat.,hate
Why are you such a nutcase?,offensive
He bought a new pen yesterday.,neutral
I can't believe you called me a retard.,hate
There’s a lamp outside the window.,neutral
Stop acting like a nincompoop.,offensive
You're a complete dunce sometimes.,offensive
You're a complete chump sometimes.,offensive
No one likes a idiot.,offensive
You're a complete stupid sometimes.,offensive
Don't be such a imbecile.,offensive
Can you pass me that bottle?,neutral
No one likes a simpleton.,offensive
She put the river on the table.,neutral
Stop acting like a dipshit.,offensive
She put the car on the table.,neutral
He bought a new chair yesterday.,neutral
That person is a real prick.,hate
There’s a window outside the window.,neutral
Being a bitch is disgusting.,hate
I can't believe you called me a nigger.,hate
You're a complete chump sometimes.,offensive
I can't believe you called me a slut.,hate
That person is a real slut.,hate
Being a tosser is disgusting.,hate
No one likes a dipstick.,offensive
Why are you such a nincompoop?,offensive
There’s a key outside the window.,neutral
Can you pass me that apple?,neutral
Being a motherfucker is disgusting.,hate
That person is a real retard.,hate
No one likes a airhead.,offensive
I can't believe you called me a retard.,hate
Only a cock would say something like that.,hate
You're a complete tool sometimes.,offensive
Why are you such a idiot?,offensive
No one likes a buffoon.,offensive
Why are you such a dumbass?,offensive
That person is a real cock.,hate
He bought a new cat yesterday.,neutral
She put the chair on the table.,neutral
That person is a real crackhead.,hate
No one likes a tool.,offensive
Don't be such a jerk.,offensive
Stop acting like a loser.,offensive
Can you pass me that book?,neutral
Why are you such a blockhead?,offensive
Being a nigga is disgusting.,hate
No one likes a twit.,offensive
Why are you such a bonehead?,offensive
You are such a shithead.,hate
There’s a door outside the window.,neutral
I can't believe you called me a bollocks.,hate
You're a complete bonehead sometimes.,offensive
You are such a bastard.,hate
There’s a clock outside the window.,neutral
Only a arsehole would say something like that.,hate
Stop acting like a idiot.,offensive
She put the phone on the table.,neutral
There’s a table outside the window.,neutral
I can't believe you called me a twat.,hate
Can you pass me that pen?,neutral
She put the car on the table.,neutral
There’s a shoe outside the window.,neutral
That person is a real fuck.,hate
You're a complete airhead sometimes.,offensive
I saw a tree in the room.,neutral
No one likes a stupid.,offensive
She put the phone on the table.,neutral
I saw a cup in the room.,neutral
I saw a cup in the room.,neutral
He bought a new car yesterday.,neutral
Stop acting like a loser.,offensive
You're a complete dipshit sometimes.,offensive
Only a scumbag would say something like that.,hate
Stop acting like a dipstick.,offensive
She put the river on the table.,neutral
He bought a new computer yesterday.,neutral
He bought a new door yesterday.,neutral
Can you pass me that school?,neutral
Can you pass me that bed?,neutral
You're a complete dope sometimes.,offensive
Being a bastard is disgusting.,hate
No one likes a buffoon.,offensive
I saw a shoe in the room.,neutral
You are such a bollocks.,hate
She put the dog on the table.,neutral
Can you pass me that lamp?,neutral
You're a complete sucker sometimes.,offensive
Can you pass me that clock?,neutral
You're a complete stupid sometimes.,offensive
He bought a new phone yesterday.,neutral
You are such a retard.,hate
Only a knobhead would say something like that.,hate
There’s a phone outside the window.,neutral
Don't be such a weirdo.,offensive
Don't be such a airhead.,offensive
Can you pass me that shirt?,neutral
He bought a new bed yesterday.,neutral
He bought a new chair yesterday.,neutral
I saw a road in the room.,neutral
I can't believe you called me a dickhead.,hate
He bought a new bed yesterday.,neutral
Being a tosser is disgusting.,hate
There’s a river outside the window.,neutral
Why are you such a clown?,offensive
There’s a clock outside the window.,neutral
Can you pass me that key?,neutral
Why are you such a weirdo?,offensive
You are such a arsehole.,hate
You are such a bastard.,hate
That person is a real slut.,hate
I can't believe you called me a faggot.,hate
No one likes a dunce.,offensive
Can you pass me that bottle?,neutral
That person is a real motherfucker.,hate
Only a motherfucker would say something like that.,hate
Stop acting like a simpleton.,offensive
Stop acting like a clown.,offensive
Only a bastard would say something like that.,hate
He bought a new bottle yesterday.,neutral
I saw a cup in the room.,neutral
I saw a book in the room.,neutral
No one likes a stupid.,offensive
Only a bastard would say something like that.,hate
I saw a clock in the room.,neutral
I saw a road in the room.,neutral
You are such a slut.,hate
You're a complete fool sometimes.,offensive
He bought a new chair yesterday.,neutral
Being a nigga is disgusting.,hate
No one likes a loser.,offensive
Only a crackhead would say something like that.,hate
Why are you such a dipstick?,offensive
I saw a tree in the room.,neutral
No one likes a dope.,offensive
Why are you such a numbskull?,offensive
That person is a real retard.,hate
He bought a new television yesterday.,neutral
He bought a new door yesterday.,neutral
I saw a table in the room.,neutral
Can you pass me that apple?,neutral
He bought a new chair yesterday.,neutral
Why are you such a idiot?,offensive
There’s a shoe outside the window.,neutral
He bought a new shirt yesterday.,neutral
You're a complete sucker sometimes.,offensive
I saw a bed in the room.,neutral
There’s a school outside the window.,neutral
Only a cock would say something like that.,hate
No one likes a weirdo.,offensive
Only a jerkoff would say something like that.,hate
He bought a new shoe yesterday.,neutral
There’s a fan outside the window.,neutral
That person is a real nigger.,hate
You are such a wanker.,hate
There’s a bed outside the window.,neutral
No one likes a dumbass.,offensive
You are such a bollocks.,hate
Being a douchebag is disgusting.,hate
You're a complete dumbass sometimes.,offensive
Being a bastard is disgusting.,hate
Can you pass me that table?,neutral
You are such a cock.,hate
There’s a door outside the window.,neutral
There’s a river outside the window.,neutral
I saw a television in the room.,neutral
That person is a real dickhead.,hate
He bought a new phone yesterday.,neutral
You're a complete dope sometimes.,offensive
Don't be such a buffoon.,offensive
Can you pass me that tree?,neutral
I saw a shirt in the room.,neutral
He bought a new mountain yesterday.,neutral
She put the road on the table.,neutral
Being a retard is disgusting.,hate
You are such a twat.,hate
No one likes a chump.,offensive
Only a douchebag would say something like that.,hate
There’s a phone outside the window.,neutral
I can't believe you called me a asshole.,hate
I saw a phone in the room.,neutral
Only a wanker would say something like that.,hate
He bought a new lamp yesterday.,neutral
I saw a shoe in the room.,neutral
There’s a road outside the window.,neutral
Why are you such a simpleton?,offensive
Stop acting like a weirdo.,offensive
She put the phone on the table.,neutral
Being a shithead is disgusting.,hate
Being a retard is disgusting.,hate
Why are you such a nutcase?,offensive
She put the chair on the table.,neutral
Being a fuck is disgusting.,hate
That person is a real arsehole.,hate
Only a jerkoff would say something like that.,hate
No one likes a dumbass.,offensive
That person is a real slut.,hate
That person is a real nigga.,hate
I can't believe you called me a bitch.,hate
Can you pass me that bed?,neutral
There’s a shoe outside the window.,neutral
Only a bollocks would say something like that.,hate
Being a nigga is disgusting.,hate
You are such a shithead.,hate
No one likes a sucker.,offensive
I saw a door in the room.,neutral
Being a scumbag is disgusting.,hate
You are such a shithead.,hate
Being a tosser is disgusting.,hate
Can you pass me that house?,neutral
Being a dickhead is disgusting.,hate
You're a complete weirdo sometimes.,offensive
You're a complete jerk sometimes.,offensive
You're a complete imbecile sometimes.,offensive
No one likes a nincompoop.,offensive
I can't believe you called me a wanker.,hate
She put the school on the table.,neutral
She put the bed on the table.,neutral
You're a complete weirdo sometimes.,offensive
No one likes a moron.,offensive
That person is a real cunt.,hate
I can't believe you called me a fuck.,hate
Stop acting like a clown.,offensive
That person is a real dickhead.,hate
He bought a new tree yesterday.,neutral
Why are you such a nincompoop?,offensive
She put the window on the table.,neutral
Stop acting like a buffoon.,offensive
She put the pen on the table.,neutral
I can't believe you called me a prick.,hate
Only a nigga would say something like that.,hate
I can't believe you called me a pussy.,hate
Only a asshole would say something like that.,hate
There’s a shirt outside the window.,neutral
You are such a bitch.,hate
I can't believe you called me a nigger.,hate
Stop acting like a simpleton.,offensive
She put the window on the table.,neutral
I can't believe you called me a nigger.,hate
Being a retard is disgusting.,hate
Being a twat is disgusting.,hate
He bought a new book yesterday.,neutral
That person is a real arsehole.,hate
She put the cat on the table.,neutral
Can you pass me that fan?,neutral
Stop acting like a nincompoop.,offensive
Being a douchebag is disgusting.,hate
You are such a bitch.,hate
Don't be such a twit.,offensive
That person is a real dickhead.,hate
Being a pussy is disgusting.,hate
No one likes a bonehead.,offensive
Stop acting like a dope.,offensive
You're a complete jerk sometimes.,offensive
There’s a lamp outside the window.,neutral
Can you pass me that shoe?,neutral
Stop acting like a stupid.,offensive
Can you pass me that fan?,neutral
Why are you such a clown?,offensive
She put the dog on the table.,neutral
Only a arsehole would say something like that.,hate
Don't be such a bonehead.,offensive
He bought a new key yesterday.,neutral
Stop acting like a nutcase.,offensive
Don't be such a fool.,offensive
You're a complete fool sometimes.,offensive
I saw a key in the room.,neutral
Being a motherfucker is disgusting.,hate
Don't be such a numbskull.,offensive
Why are you such a dipshit?,offensive
No one likes a dunce.,offensive
You are such a pussy.,hate
Don't be such a stupid.,offensive
I saw a house in the room.,neutral
Only a faggot would say something like that.,hate
He bought a new shoe yesterday.,neutral
Can you pass me that bag?,neutral
No one likes a idiot.,offensive
Being a knobhead is disgusting.,hate
You're a complete airhead sometimes.,offensive
I can't believe you called me a asshole.,hate
Only a pussy would say something like that.,hate
You are such a tosser.,hate
Don't be such a dunce.,offensive
Can you pass me that bottle?,neutral
Why are you such a dipshit?,offensive
There’s a cup outside the window.,neutral
She put the house on the table.,neutral
Can you pass me that dog?,neutral
Why are you such a weirdo?,offensive
I saw a television in the room.,neutral
Can you pass me that bag?,neutral
Why are you such a buffoon?,offensive
Can you pass me that chair?,neutral
There’s a mountain outside the window.,neutral
There’s a lamp outside the window.,neutral
Can you pass me that house?,neutral
There’s a shoe outside the window.,neutral
You are such a motherfucker.,hate
You're a complete bonehead sometimes.,offensive
Stop acting like a sucker.,offensive
Being a pussy is disgusting.,hate
No one likes a idiot.,offensive
There’s a shirt outside the window.,neutral
Only a bastard would say something like that.,hate
I can't believe you called me a douchebag.,hate
Don't be such a nutcase.,offensive
He bought a new pen yesterday.,neutral
I saw a notebook in the room.,neutral
Can you pass me that pen?,neutral
You are such a pussy.,hate
There’s a notebook outside the window.,neutral
Stop acting like a simpleton.,offensive
You are such a knobhead.,hate
Don't be such a clown.,offensive
There’s a apple outside the window.,neutral
Can you pass me that chair?,neutral
Why are you such a imbecile?,offensive
There’s a shirt outside the window.,neutral
You are such a pussy.,hate
Don't be such a dunce.,offensive
Don't be such a sucker.,offensive
You're a complete twit sometimes.,offensive
I saw a clock in the room.,neutral
You're a complete nutcase sometimes.,offensive
Can you pass me that lamp?,neutral
He bought a new phone yesterday.,neutral
Only a whore would say something like that.,hate
Stop acting like a imbecile.,offensive
Stop acting like a simpleton.,offensive
You're a complete twit sometimes.,offensive
Only a bollocks would say something like that.,hate
I can't believe you called me a shithead.,hate
I saw a tree in the room.,neutral
You're a complete simpleton sometimes.,offensive
Only a pussy would say something like that.,hate
He bought a new phone yesterday.,neutral
Why are you such a jerk?,offensive
I saw a chair in the room.,neutral
Stop acting like a bonehead.,offensive
I can't believe you called me a crackhead.,hate
Only a nigger would say something like that.,hate
That person is a real fuck.,hate
You are such a retard.,hate
Only a twat would say something like that.,hate
Don't be such a sucker.,offensive
You are such a whore.,hate
He bought a new television yesterday.,neutral
No one likes a dunce.,offensive
No one likes a sucker.,offensive
Don't be such a sucker.,offensive
Can you pass me that apple?,neutral
I saw a apple in the room.,neutral
I saw a bag in the room.,neutral
No one likes a nutcase.,offensive
You are such a asshole.,hate
Don't be such a dunce.,offensive
I saw a key in the room.,neutral
I saw a chair in the room.,neutral
That person is a real douchebag.,hate
Being a bollocks is disgusting.,hate
You're a complete stupid sometimes.,offensive
I saw a bottle in the room.,neutral
He bought a new tree yesterday.,neutral
I can't believe you called me a nigger.,hate
There’s a shoe outside the window.,neutral
I saw a table in the room.,neutral
There’s a cat outside the window.,neutral
She put the window on the table.,neutral
Stop acting like a dumbass.,offensive
There’s a notebook outside the window.,neutral
Don't be such a moron.,offensive
I can't believe you called me a douchebag.,hate
Being a wanker is disgusting.,hate
You are such a dickhead.,hate
No one likes a jerk.,offensive
Why are you such a weirdo?,offensive
No one likes a moron.,offensive
No one likes a simpleton.,offensive
I can't believe you called me a pussy.,hate
He bought a new mountain yesterday.,neutral
She put the apple on the table.,neutral
Don't be such a bonehead.,offensive
Stop acting like a twit.,offensive
There’s a shoe outside the window.,neutral
Don't be such a fool.,offensive
You are such a dickhead.,hate
You are such a knobhead.,hate
Only a bitch would say something like that.,hate
Stop acting like a tool.,offensive
You're a complete sucker sometimes.,offensive
She put the bed on the table.,neutral
That person is a real wanker.,hate
Stop acting like a chump.,offensive
Only a twat would say something like that.,hate
You're a complete stupid sometimes.,offensive
He bought a new bag yesterday.,neutral
He bought a new door yesterday.,neutral
She put the notebook on the table.,neutral
Only a nigga would say something like that.,hate
You're a complete weirdo sometimes.,offensive
You're a complete stupid sometimes.,offensive
You're a complete nutcase sometimes.,offensive
Don't be such a dope.,offensive
Stop acting like a dipstick.,offensive
She put the book on the table.,neutral
I saw a phone in the room.,neutral
There’s a computer outside the window.,neutral
That person is a real wanker.,hate
Why are you such a idiot?,offensive
He bought a new car yesterday.,neutral
You are such a tosser.,hate
Being a faggot is disgusting.,hate
Don't be such a airhead.,offensive
She put the lamp on the table.,neutral
No one likes a nutcase.,offensive
She put the table on the table.,neutral
Only a bollocks would say something like that.,hate
He bought a new dog yesterday.,neutral
No one likes a dumbass.,offensive
There’s a bed outside the window.,neutral
Why are you such a chump?,offensive
Don't be such a jerk.,offensive
She put the tree on the table.,neutral
He bought a new river yesterday.,neutral
That person is a real wanker.,hate
He bought a new book yesterday.,neutral
Only a arsehole would say something like that.,hate
He bought a new bag yesterday.,neutral
No one likes a nutcase.,offensive
You are such a dickhead.,hate
You're a complete numbskull sometimes.,offensive
He bought a new clock yesterday.,neutral
Don't be such a blockhead.,offensive
You're a complete sucker sometimes.,offensive
Only a motherfucker would say something like that.,hate
You are such a bitch.,hate
You are such a jerkoff.,hate
He bought a new notebook yesterday.,neutral
Being a crackhead is disgusting.,hate
Can you pass me that notebook?,neutral
Being a pussy is disgusting.,hate
Why are you such a chump?,offensive
You're a complete nincompoop sometimes.,offensive
You're a complete jerk sometimes.,offensive
Only a cocksucker would say something like that.,hate
I saw a river in the room.,neutral
You are such a dickhead.,hate
You are such a whore.,hate
Stop acting like a nutcase.,offensive
You are such a asshole.,hate
Why are you such a moron?,offensive
Only a asshole would say something like that.,hate
I saw a bottle in the room.,neutral
I can't believe you called me a bollocks.,hate
You are such a fuck.,hate
Only a shithead would say something like that.,hate
Why are you such a fool?,offensive
You're a complete numbskull sometimes.,offensive
There’s a pen outside the window.,neutral
You are such a douchebag.,hate
Don't be such a bonehead.,offensive
He bought a new television yesterday.,neutral
